stop_id,stop_name,stop_lat,stop_lon,zone_id
1499,MANUEL F CAPA (ESCOLA) ,41.532944,-8.411223,1
1500,MANUEL F CAPA (ESCOLA) ,41.532997,-8.411318,1
1503,CONS TORRES ALMEIDA II,41.551914,-8.428009,1
1504,MARTINHO (GNR),41.543770,-8.369677,2
1505,MARTINHO (FONTENÁRIO),41.544510,-8.364757,2
1506,MARTINHO (FONTENÁRIO),41.544495,-8.364890,2
1507,PADRE MANUEL J. REBELO,41.491776,-8.468174,2
1508,SALGUEIROS I,41.593300,-8.391888,2
1509,LAGE II,41.570377,-8.385295,1
1510,LAGE (CEMITÉRIO),41.570511,-8.388701,1
1511,S BRÁS III (IGREJA),41.569126,-8.389893,1
1512,S BRÁS II,41.568874,-8.391644,1
1513,S BRÁS I (FÁBRICA),41.567318,-8.391761,1
1514,SOUTO (PANOIAS),41.572098,-8.466152,2
1515,SOUTO (PANOIAS),41.572201,-8.466209,2
1516,HUMBERTO DELGADO IV (IGREJA),41.506943,-8.489642,2
1517,HUMBERTO DELGADO IV (IGREJA),41.506943,-8.489549,2
1518,CRASTO (ARENTIM),41.487946,-8.504018,2
1519,CRUZEIRO III,41.535881,-8.440838,1
1520,LIBERDADE III (CRUZAMENTO),41.490314,-8.510937,2
1524,SENHOR PACIÊNCIA I,41.511642,-8.450524,2
1525,SENHOR PACIÊNCIA II,41.510616,-8.448369,2
1526,SENHOR PACIÊNCIA III,41.509064,-8.442538,2
1527,S MIGUEL,41.508850,-8.438259,2
1531,FERNANDO O GUIMARÃES I,41.560417,-8.406228,1
1532,VALAS (SALGUEIRA),41.496380,-8.405531,2
1534,QUINTÃES III,41.499908,-8.395848,2
1535,NOVA PORTELA II (CRUZAMENTO),41.501469,-8.392430,2
1536,SEQUEIRA IV (PARQUES),41.531269,-8.477270,2
1537,SEQUEIRA IV (PARQUES),41.531319,-8.476425,2
1538,SERRA I (SUCATA),41.524738,-8.505659,2
1539,SERRA I (SUCATA),41.524666,-8.505618,2
1540,S LOURENÇO I,41.519363,-8.449876,2
1541,S LOURENÇO I,41.519264,-8.449678,2
1543,17 DE DEZEMBRO (CELEIRÓS),41.514587,-8.455824,2
1544,DOMINGOS SOARES IV (QUINTA PENEDOS),41.607731,-8.386109,2
1547,UNIVERSIDADE (BARROS),41.562283,-8.393424,1
1548,MANUEL J FERNANDES (ESTEIRAL),41.608273,-8.383131,2
1549,DOMINGOS SOARES II (BURGOS),41.604851,-8.382081,2
1550,ALBERTO SEPÚLVEDA I,41.606533,-8.381328,2
1551,DOMINGOS SOARES II (BURGOS),41.604836,-8.382161,2
1552,COVEDÊLO II,41.516876,-8.458609,2
1553,SENHOR DA GRAÇA,41.518726,-8.461608,2
1554,S MIGUEL I (IGREJA),41.539314,-8.488479,2
1555,S MIGUEL I (IGREJA),41.539295,-8.488556,2
1556,MOUQUIM,41.558769,-8.368592,1
1557,CARMO,41.553635,-8.425669,1
1558,ANTÓNIO B M JUNIOR (BAIRRO SOCIAL),41.557774,-8.410890,1
1561,PARQUE DESP (FONTAINHAS),41.495327,-8.439564,2
1562,EIRA VEDRA I (SAGANHA PALMEIRA),41.595848,-8.428047,2
1563,EIRA VEDRA I (SAGANHA PALMEIRA),41.595882,-8.428097,2
1564,RIBEIRO (MOINHOS),41.600533,-8.421707,2
1565,INDUSTRIA II (ENT P INDUSTRIAL),41.594524,-8.414779,2
1566,DEVESA BASTA,41.533039,-8.395571,1
1567,PAIO PERES,41.535332,-8.395484,1
1568,PADRE FELICIANO II,41.535915,-8.398677,1
1569,PADRE FELICIANO I,41.536198,-8.401893,1
1570,SALGUEIROS II (CRUZAMENTO),41.593307,-8.394541,2
1571,ALBERTO SEPÚLVEDA III ,41.607574,-8.375709,2
1572,SENHORA-A-BRANCA,41.551758,-8.417525,1
1573,JOÃO M CRUZ I,41.533031,-8.451713,1
1574,JOÃO M CRUZ II,41.534454,-8.450898,1
1575,GLICÍNIAS,41.534794,-8.452234,1
1576,MARIA D SILVA (CENTRO EMPRESARIAL),41.527721,-8.447651,1
1577,IGREJA II (FIGUEIREDO),41.500004,-8.441937,2
1578,PAÇO I,41.499065,-8.442067,2
1579,TIMOR II,41.561794,-8.413028,1
1580,LOUREIRO AMORIM,41.559082,-8.414921,1
1582,FEIRA (MONTÉLIOS),41.554958,-8.437877,1
1583,RIO MAU IV (CRUZAMENTO),41.546062,-8.365341,2
1585,COVEDÊLO I (CRUZAMENTO),41.512501,-8.452233,2
1587,RECTA FEITAL III (P INDUSTRIAL),41.562550,-8.443326,1
1588,RECTA FEITAL III (P INDUSTRIAL),41.562504,-8.443245,1
1590,PARQUE IND MARVILA III,41.534164,-8.476908,2
1591,PARQUE IND MARVILA III,41.534142,-8.477179,2
1596,NOVA ESTAÇÃO II,41.549351,-8.436049,1
1597,NOVA ESTAÇÃO II,41.549583,-8.436522,1
1598,TIMOR I,41.560467,-8.413850,1
1599,TIMOR II,41.561779,-8.412923,1
1600,FRANCISCO NORONHA ,41.559792,-8.425953,1
1601,IGREJA I (HOSPITAL PRIVADO),41.525379,-8.414927,1
1602,IGREJA I (HOSPITAL PRIVADO),41.525364,-8.414827,1
1603,AUGUSTO VELOSO,41.539585,-8.426445,1
1604,AUGUSTO VELOSO,41.539516,-8.426255,1
1606,EST BOM JESUS,41.556404,-8.375117,2
1607,EST BOM JESUS,41.556431,-8.375016,2
1608,PARDIEIROS,41.487823,-8.424715,2
1610,ANTÓNIO FREIRE,41.560062,-8.422664,1
1612,SANTOS DA CUNHA I,41.544575,-8.432047,1
1613,BAIRRO II,41.531368,-8.453058,1
1614,JOÃO M CRUZ I,41.533001,-8.451680,1
1615,JOÃO M CRUZ II,41.534500,-8.450807,1
1616,GLICÍNIAS,41.534882,-8.452230,1
1619,SIMÕES ALMEIDA II (B D PACHECO),41.540798,-8.408556,1
1620,MACHADO OWEN (RESIDÊNCIA UM II),41.544544,-8.407403,1
1621,VILAR ,41.563538,-8.494133,2
1622,MONTE I,41.562523,-8.489353,2
1623,CARVALHOS II,41.563595,-8.483439,2
1624,DEVESA,41.562435,-8.479958,2
1625,MÁRIO ALMEIDA II,41.562641,-8.420590,1
1626,MÁRIO ALMEIDA I,41.561562,-8.421092,1
1627,VARIANTE REAL,41.558414,-8.443061,1
1628,VARIANTE REAL,41.559776,-8.445392,1
1629,MOSTEIRO IV (MOSTEIRO TIBÃES) ,41.558365,-8.478253,2
1630,REGO,41.571426,-8.434469,1
1631,CÓNEGO INSUELAS,41.569572,-8.434650,1
1632,DUME (GONTIJO),41.572601,-8.433167,1
1642,DEVESA,41.562485,-8.479972,2
1643,CARVALHOS II,41.563637,-8.483394,2
1644,MONTE I,41.562588,-8.489386,2
1645,VILAR ,41.563587,-8.494106,2
1647,SOBRADO (PANOIAS),41.577721,-8.469656,2
1648,SOBRADO (PANOIAS),41.577690,-8.469764,2
1649,ASSENTO,41.573704,-8.464253,2
1650,ASSENTO,41.573704,-8.464333,2
1651,QUINTA ARMADA (ESCOLA),41.564072,-8.403572,1
1652,QUINTA ARMADA (ROSALVO ALMEIDA),41.556976,-8.403630,1
1653,VERGADELA I,41.570732,-8.384553,1
1655,S PEDRO (IGREJA),41.561722,-8.370361,1
1656,MARTINHO (ESPINHO),41.546261,-8.364231,2
1661,ESPÍRITO SANTO II ,41.563625,-8.317458,2
1662,LAGEOSA V (PORTUGUEDIZ),41.542267,-8.321247,2
1670,S TIAGO II (CRUZAMENTO),41.512249,-8.419778,2
1671,SENHOR AFLITOS II,41.507542,-8.416409,2
1672,PALÁCIO (CRUZAMENTO),41.498295,-8.412537,2
1676,CARREGAL IV,41.501846,-8.396880,2
1678,COVEDÊLO I (CRUZAMENTO),41.512596,-8.452228,2
1679,S MARTINHO I (RIBEIRO EN 103-2),41.507004,-8.478648,2
1680,S MARTINHO I (RIBEIRO EN 103-2),41.507011,-8.478548,2
1681,30 DE JUNHO III (FRADELOS),41.505131,-8.476326,2
1682,30 DE JUNHO III (FRADELOS),41.505077,-8.476301,2
1683,30 DE JUNHO II,41.505524,-8.475075,2
1684,30 DE JUNHO II ,41.505451,-8.475051,2
1685,30 DE JUNHO I (REBOREDO),41.506248,-8.473497,2
1686,30 DE JUNHO I (REBOREDO),41.506187,-8.473506,2
1687,1º DE MAIO,41.512241,-8.454995,2
1688,PARQUE (CELEIRÓS),41.510250,-8.455860,2
1692,SANTA CECÍLIA IV,41.514015,-8.478848,2
1693,HUMBERTO DELGADO III (C FUTEBOL),41.507717,-8.488502,2
1694,HUMBERTO DELGADO III (C FUTEBOL),41.507656,-8.488422,2
1695,CALDAS ,41.534836,-8.475237,2
1696,ALEGRETE,41.535282,-8.480957,2
1701,EGÍDIO GUIMARÃES II,41.542736,-8.401809,1
1702,CAMINHO LAMAS,41.576916,-8.432348,1
1703,CACHADA II,41.586006,-8.466699,2
1704,RUÃES,41.581577,-8.475342,2
1705,MARCO II (PADIM GRAÇA),41.563469,-8.504011,2
1707,S FRUTUOSO (CRUZAMENTO),41.565823,-8.439178,1
1708,S MARTINHO (BAIRRO),41.558575,-8.432551,1
1709,S MARTINHO (S JERÓNIMO),41.560097,-8.432754,1
1710,S MARTINHO (S JERÓNIMO),41.560692,-8.432787,1
1711,JOSÉ VIDAL COSTA I,41.530499,-8.441180,1
1712,JOSÉ VIDAL COSTA II,41.528446,-8.441132,1
1713,JOSÉ VIDAL COSTA III,41.526527,-8.440030,1
1714,JOSÉ VIDAL COSTA IV,41.525883,-8.439488,1
1715,ANTÓNIO MEIRA BRAGA,41.523956,-8.438546,1
1716,INDUSTRIA I (PRESA),41.593994,-8.409373,2
1718,SANTA LUCRÉCIA I,41.598011,-8.377243,2
1719,SANTA LUCRÉCIA I,41.597980,-8.377320,2
1720,OUTEIRO II,41.482857,-8.469484,2
1721,DOMINGOS SOARES III (PONTE COVELO),41.606876,-8.385337,2
1722,ROTUNDA ESTAÇÃO II,41.549088,-8.434020,1
1723,CORREDOURA,41.525494,-8.442221,1
1724,NOSSA SENHORA MISERICÓRDIA,41.525345,-8.446335,1
1725,CONS BENTO MIGUEL,41.557823,-8.416490,1
1726,TIMOR I,41.560493,-8.413952,1
1731,IGREJA I (CRUZAMENTO),41.555443,-8.337268,2
1732,PRAIA FLUVIAL DE ADAUFE,41.609173,-8.406847,2
1733,SERNADAS I (FOJO),41.581951,-8.369698,2
1734,SERNADAS I (FOJO),41.582008,-8.369672,2
1735,SERNADAS II,41.580669,-8.364164,2
1736,SERNADAS II,41.580738,-8.364225,2
1737,CÔVO,41.578354,-8.364202,2
1738,CÔVO ,41.578407,-8.364281,2
1739,POMARELHO II,41.579556,-8.361655,2
1740,POMARELHO II,41.579605,-8.361636,2
1741,BOAVISTA,41.579395,-8.358817,2
1742,BOAVISTA,41.579449,-8.358826,2
1743,LADAINHAS II (ROLA),41.578201,-8.355430,2
1744,LADAINHAS II (ROLA),41.578136,-8.355489,2
1745,SANTO ANDRÉ II (P INDUSTRIAL),41.596497,-8.412211,2
1748,FIALHO ALMEIDA,41.536243,-8.443252,1
1749,CRUZEIRO II,41.537521,-8.439958,1
1750,CRUZEIRO I,41.539242,-8.439130,1
1751,CRUZEIRO II,41.537552,-8.440043,1
1752,CRUZEIRO I,41.539234,-8.439041,1
1753,ESCOLA NOVA I,41.545391,-8.447088,1
1754,ESCOLA NOVA II,41.548164,-8.447485,1
1755,ESCOLA NOVA II,41.548168,-8.447414,1
1756,ESCOLA NOVA I,41.545414,-8.447174,1
1757,GIESTAS,41.549763,-8.448482,1
1758,GIESTAS,41.549667,-8.448976,1
1759,TOURIDO II,41.550766,-8.447546,1
1760,TOURIDO I,41.553623,-8.445611,1
1761,TOURIDO II,41.550774,-8.447635,1
1762,TOURIDO I,41.553616,-8.445503,1
1763,ARTESÃOS DE REAL,41.556431,-8.445090,1
1764,ARTESÃOS DE REAL,41.556381,-8.444988,1
1765,S FRUTUOSO,41.557121,-8.442300,1
1766,SÉRGIO SILVA PINTO,41.554081,-8.436383,1
1767,SÉRGIO SILVA PINTO,41.554005,-8.436434,1
1768,VALÉRIO PINTO SÁ,41.554447,-8.434948,1
1769,VALÉRIO PINTO SÁ,41.554390,-8.434983,1
1770,TEN C DIAS PEREIRA,41.555031,-8.433710,1
1771,TEN C DIAS PEREIRA,41.555035,-8.433572,1
1772,JOSÉ ANTÓNIO CRUZ I,41.546421,-8.405606,1
1773,JOSÉ ANTÓNIO CRUZ II,41.544258,-8.404980,1
1774,JOSÉ ANTÓNIO CRUZ III,41.542049,-8.405390,1
1775,ÁGUAS FÉRREAS,41.539993,-8.400138,1
1776,ÁGUAS FÉRREAS,41.539856,-8.400127,1
1777,VICTOR SÁ I,41.538887,-8.402709,1
1778,VICTOR SÁ I,41.538902,-8.402549,1
1779,PADRE FELICIANO I,41.536118,-8.401914,1
1780,PADRE FELICIANO II ,41.535828,-8.398672,1
1781,PAIO PERES,41.535343,-8.395557,1
1782,DEVESA BASTA,41.533039,-8.395660,1
1783,BOAVISTA II,41.532974,-8.396937,1
1784,BOAVISTA I,41.534443,-8.398541,1
1785,FONTE SECA,41.535397,-8.400540,1
1786,IRMÃS M ESPÍRITO SANTO,41.535583,-8.403044,1
1787,JOSÉ ANTÓNIO CRUZ II,41.544273,-8.404824,1
1788,JOSÉ ANTÓNIO CRUZ III,41.541935,-8.405295,1
1789,PORTÔA,41.504349,-8.465740,2
1790,PORTÔA,41.504318,-8.465672,2
1791,VÁRZEA (PASTELARIA),41.500748,-8.468880,2
1792,VÁRZEA (PASTELARIA),41.500771,-8.468950,2
1793,ABADES I (CASTRO),41.499393,-8.472474,2
1794,ABADES I (CASTRO),41.499374,-8.472412,2
1795,ABADES II,41.499310,-8.475439,2
1796,ABADES II,41.499260,-8.475451,2
1797,CICLO I,41.507889,-8.481946,2
1798,CICLO I,41.507862,-8.481871,2
1799,CICLO II (EB23 TADIM),41.506573,-8.482183,2
1800,CICLO II (EB23 TADIM),41.506569,-8.482108,2
1801,NUNO PEREIRA I (OSSADAS),41.503941,-8.486200,2
1802,NUNO PEREIRA I (OSSADAS),41.503906,-8.486139,2
1803,NUNO PEREIRA II (CRUZAMENTO),41.502674,-8.487962,2
1804,NUNO PEREIRA II (CRUZAMENTO),41.502659,-8.487880,2
1805,LAGARTEIRA I (CRUZAMENTO),41.501251,-8.490608,2
1806,LAGARTEIRA I (CRUZAMENTO),41.501308,-8.490555,2
1807,LAGARTEIRA II,41.497913,-8.491724,2
1808,LAGARTEIRA II,41.497883,-8.491647,2
1809,25 DE ABRIL (ALFACOOP),41.495632,-8.495632,2
1810,25 DE ABRIL (ALFACOOP),41.495399,-8.495643,2
1811,PADRE DAVID (IGREJA),41.493660,-8.497687,2
1812,PADRE DAVID (IGREJA),41.493790,-8.497699,2
1813,LEÕES,41.492855,-8.496456,2
1814,LEÕES,41.492908,-8.496480,2
1815,ALÉM RIO,41.492821,-8.494880,2
1816,ALÉM RIO,41.492886,-8.494827,2
1817,BOUÇA LONGA I,41.490349,-8.494072,2
1818,BOUÇA LONGA I,41.490349,-8.494006,2
1819,VEIGA I,41.567120,-8.487168,2
1820,VEIGA I,41.567081,-8.487079,2
1821,SENHOR AFLITOS I (PORTELA),41.480782,-8.442710,2
1822,SENHOR AFLITOS I (PORTELA),41.480835,-8.442689,2
1823,SENHOR AFLITOS II (PORTELA),41.480724,-8.440673,2
1824,SENHOR AFLITOS II (PORTELA),41.480774,-8.440715,2
1827,MARIA D SILVA (LIMITE 2/1),41.526451,-8.447835,2
1828,PARQUE IND SOBREPOSTA II,41.560635,-8.349964,2
1829,CONS TORRES ALMEIDA (PÓPULO),41.551826,-8.428782,1
1830,RESTAURAÇÃO,41.551685,-8.415179,1
1831,ROTUNDA ESTAÇÃO III,41.549408,-8.433456,1
1837,JACINTO VIEIRA,41.529301,-8.453926,1
1838,EDGARDO SÁ MALHEIRO II,41.530602,-8.454783,1
1839,EDGARDO SÁ MALHEIRO II,41.530632,-8.454900,1
1840,JACINTO VIEIRA,41.529312,-8.453835,1
1841,SOUTO (CRUZAMENTO),41.480759,-8.444933,2
1842,SOUTO (CRUZAMENTO),41.480762,-8.444840,2
1843,NOVA DO CÔVO I,41.579914,-8.471958,2
1844,NOVA DO CÔVO II (NOVAL),41.580517,-8.474156,2
1845,NOVA DO CÔVO I,41.579865,-8.472002,2
1846,NOVA DO CÔVO II (NOVAL),41.580460,-8.474214,2
1847,PAÇO (SOUTO),41.550919,-8.322403,2
1848,SOUTO I (IGREJA VELHA),41.555084,-8.318997,2
1849,SOUTO II (CHÃOS),41.556545,-8.317531,2
1850,RIO (CHÃO REGADAS),41.556190,-8.315507,2
1851,CHÃO ,41.555058,-8.312384,2
1852,CARVALHEIRAS I,41.556499,-8.310562,2
1853,CALDAS ,41.534801,-8.475214,2
1854,CHÃOS I (SANTA LUCRÉCIA),41.591145,-8.364093,2
1855,CHÃOS II,41.586742,-8.366194,2
1856,CHÃOS III ,41.583008,-8.370138,2
1859,ALVES ROCHA I,41.544388,-8.482686,2
1860,ALVES ROCHA II (CRUZAMENTO),41.543373,-8.479553,2
1861,SANTA LEOCÁDIA I (CLÍNICA),41.543770,-8.475904,2
1862,SANTA LEOCADIA II,41.544506,-8.471416,2
1863,SANTA LEOCÁDIA I (CLÍNICA),41.543839,-8.475962,2
1864,ALVES ROCHA II (CRUZAMENTO),41.543430,-8.479552,2
1865,ALVES ROCHA I,41.544445,-8.482686,2
1866,FÁBRICA II (SERRAÇÃO),41.516994,-8.510027,2
1868,CRASTO (ARENTIM),41.488026,-8.504106,2
1869,AREAL,41.565941,-8.406290,1
1870,NOGUEIRA SILVA II,41.536697,-8.418368,1
1871,NOGUEIRA SILVA III,41.536663,-8.417693,1
1872,CRUZ VERMELHA II,41.534466,-8.416150,1
1873,CRUZ VERMELHA II,41.534492,-8.416083,1
1874,NOGUEIRA SILVA III,41.536701,-8.417689,1
1875,NOGUEIRA SILVA II,41.536682,-8.418200,1
1876,PONTE DE PRADO (MARGINAL),41.594044,-8.459275,2
1877,PONTE DE PRADO (MARGINAL),41.594086,-8.459339,2
1879,MARTINHO (ESPINHO),41.546230,-8.364318,2
1883,SOBRADO,41.504066,-8.447833,2
1885,BOAVISTA (JUNTA FREGUESIA),41.497635,-8.417249,2
1886,VARZIELA,41.494411,-8.419598,2
1887,ASSENTO (IGREJA),41.489948,-8.424118,2
1888,PONTE DA VEIGA,41.486683,-8.428358,2
1890,CARREGAL IV,41.501690,-8.396558,2
1891,NOVA PORTELA II (CRUZAMENTO),41.501499,-8.392523,2
1892,QUINTÃES III,41.499958,-8.395870,2
1893,QUINTÃES II,41.499153,-8.399518,2
1894,QUINTÃES I,41.498623,-8.401205,2
1895,VALAS (SALGUEIRA),41.496403,-8.405593,2
1897,PALÁCIO (JAE),41.498672,-8.408033,2
1898,CARREGAL I,41.499443,-8.405606,2
1899,CARREGAL II,41.499706,-8.403079,2
1903,CACHADA II (PAULINHOS),41.545609,-8.492133,2
1904,SANTA LEOCÁDIA II,41.544575,-8.471425,2
1905,NOVA PORTELA I,41.502739,-8.392195,2
1907,AREIAS I,41.571907,-8.371412,1
1908,AREIAS I,41.571945,-8.371351,1
1909,SANTO ANDRÉ II (P INDUSTRIAL),41.596428,-8.412061,2
1910,BARREIRO,41.594994,-8.396990,2
1911,25 DE ABRIL (D MARIA II - II),41.548462,-8.418649,1
1912,25 DE ABRIL (D MARIA II - III),41.549252,-8.417834,1
1913,PARADELA,41.565708,-8.497650,2
1914,PARADELA,41.565681,-8.497570,2
1915,DADIM III,41.547009,-8.380885,1
1918,S LOURENÇO V (CRUZAMENTO),41.507038,-8.453999,2
1919,TREZESTE I (MARB),41.506096,-8.455126,2
1920,CANTINHO,41.547218,-8.408396,1
1921,CODEÇOSO,41.476395,-8.484723,2
1922,LUÍS PINTO,41.476765,-8.486176,2
1923,CADOI I,41.479866,-8.488868,2
1924,IGREJA I,41.482941,-8.486286,2
1925,LINHARES VI ,41.488163,-8.475761,2
1926,LINHARES VI ,41.488220,-8.475676,2
1927,TERMO,41.475178,-8.472862,2
1928,VÁRZEA,41.474403,-8.469484,2
1929,OLIVEIRA,41.476109,-8.464811,2
1935,CARRILHO S PINTO I,41.558716,-8.391285,1
1936,CARRILHO S PINTO I,41.558819,-8.391508,1
1937,31 DE JANEIRO (SENHORA-A-BRANCA),41.550770,-8.416554,1
1938,BEATO M CARVALHO (MARTINS SARMENTO),41.551510,-8.412894,1
1940,VICTOR SÁ II,41.536831,-8.403334,1
1941,VICTOR SÁ II,41.536945,-8.403097,1
1946,PAÇO,41.574150,-8.348502,2
1947,PAÇO ,41.574196,-8.348370,2
1948,BARRAL IV,41.527382,-8.395723,1
1949,BARRAL IV,41.527348,-8.395629,1
1956,PAULO ORÓSIO,41.547543,-8.427872,1
1957,MARCO I,41.563881,-8.503063,2
1958,MARCO I,41.564476,-8.502608,2
1959,PICOS,41.563438,-8.324188,2
1965,13 DE MAIO II,41.511646,-8.462965,2
1966,13 DE MAIO I,41.513016,-8.464311,2
1974,ANTÓNIO MACEDO,41.555710,-8.428671,1
1975,NORTON MATOS (C CAMIONAGEM),41.555264,-8.424855,1
1976,ESTRADA DA LAGEOSA,41.547016,-8.323094,2
1978,FERNANDO O GUIMARÃES II,41.560940,-8.404269,1
1979,QUINTA ARMADA (F O GUIMARÃES),41.560963,-8.403958,1
1985,COSTA II,41.551647,-8.353403,2
1990,CARREGAL III,41.501099,-8.400040,2
1991,NOGUEIRA SILVA I,41.537663,-8.417067,1
1992,NOGUEIRA SILVA I,41.537663,-8.417021,1
1996,ÓSCAR DIAS PEREIRA (EB23),41.566917,-8.387280,1
1999,QUINTA DA BARRA (EB23),41.527206,-8.412384,1
2001,LAGRIFA MENDES,41.535316,-8.441697,1
2004,NOSSA SENHORA DAS GRAÇAS I,41.552151,-8.446853,1
2005,NOSSA SENHORA DAS GRAÇAS I,41.552162,-8.446981,1
2006,NOSSA SENHORA DAS GRAÇAS II,41.553131,-8.447142,1
2007,NOSSA SENHORA DAS GRAÇAS II,41.553219,-8.447136,1
2008,ANTÓNIO ALVES,41.553593,-8.446997,1
2009,ANTÓNIO ALVES,41.553677,-8.446994,1
2012,MONTE I,41.477844,-8.424066,2
2013,MONTE II,41.475948,-8.425820,2
2014,MONTE II,41.475872,-8.425835,2
2015,MONTE I,41.477921,-8.424140,2
2016,BOUÇA LONGA II,41.488968,-8.495232,2
2017,BOUÇA LONGA II,41.488899,-8.495216,2
2022,IGREJA,41.547756,-8.361947,2
2023,COSTA I,41.549335,-8.357232,2
2024,ALTO DA VELA I (LIMITE 2/1),41.566090,-8.371366,2
2025,ALTO DA VELA I (LIMITE 1/2),41.566040,-8.371487,1
2026,CARRILHO S PINTO II,41.561882,-8.385258,1
2027,CARRILHO S PINTO II,41.561806,-8.385049,1
2028,SANTUÁRIO (CARMELITAS),41.541637,-8.372283,2
2029,HOSPITAL,41.568802,-8.401656,1
2030,ANTÓNIO MENICI MALHEIRO,41.538132,-8.427288,1
2031,ALBANO BELINO,41.558506,-8.403623,1
2032,ALBANO BELINO,41.558537,-8.403721,1
2033,COMERCIO,41.554234,-8.426771,1
2034,EGÍDIO GUIMARÃES II,41.542240,-8.401630,1
2035,FOJO I (LIMITE 1/2),41.573544,-8.370856,1
2036,FOJO I (LIMITE 2/1),41.573551,-8.371033,2
2037,RIBEIRO,41.563763,-8.486806,2
2038,RIBEIRO,41.563721,-8.486769,2
2039,SANTO ANTÓNIO I,41.565521,-8.495347,2
2040,SANTO ANTÓNIO I,41.565441,-8.495350,2
2041,FREI CAETANO BRANDÃO,41.550148,-8.428628,1
2042,CARLOS AMARANTE,41.549690,-8.424236,1
2043,PRESA II,41.596523,-8.408697,2
2044,PRESA I (MONTE DO OURO),41.601303,-8.405500,2
2045,25 DE ABRIL V,41.600494,-8.402539,2
2046,25 DE ABRIL IV,41.598530,-8.401447,2
2047,25 DE ABRIL III,41.597069,-8.401008,2
2048,25 DE ABRIL II,41.595219,-8.400869,2
2049,25 DE ABRIL I,41.594357,-8.398669,2
2050,BARREIRO,41.594944,-8.396944,2
2051,15 DE AGOSTO,41.593758,-8.395494,2
2052,S MIGUEL III (IGREJA),41.482330,-8.446189,2
2053,E.LECLERC,41.533886,-8.446766,1
2054,ROTUNDA ESTÁDIO,41.335438,-8.255646,1
2055,BARRAL II,41.529968,-8.395450,1
2056,SOUTO COVO,41.487484,-8.501636,2
2057,SOUTO COVO,41.487408,-8.501672,2
2058,ANTONIO G PEREIRA V,41.477951,-8.482786,2
2059,CADOI II,41.481731,-8.489008,2
2060,MONTE ,41.553482,-8.319431,2
2061,SENHOR PASSOS I,41.601330,-8.363419,2
2062,FUJACAL I,41.544640,-8.420194,1
2063,MARGINAL IV,41.601917,-8.416047,2
2065,MANUEL A M MOREIRA II,41.485237,-8.485803,2
2066,JOSÉ LUIS C ARAÚJO,41.485733,-8.483156,2
2067,CALVÁRIO I,41.484325,-8.483481,2
2068,CALVÁRIO II,41.482693,-8.483611,2
2069,MARCO,41.506420,-8.416189,2
2070,AZENHA,41.507198,-8.412628,2
2071,FONTE DAS NOGUEIRAS I,41.509827,-8.414403,2
2072,FONTE DAS NOGUEIRAS II,41.509674,-8.416428,2
2073,ALTO DA VELA II,41.563549,-8.357206,2
2074,ALTO DA VELA II,41.563847,-8.356486,2
2075,CARVALHOS III,41.564320,-8.485400,2
2076,CARVALHOS III,41.564259,-8.485406,2
2077,LADAINHAS I,41.578255,-8.356767,2
2078,LADAINHAS I,41.578178,-8.356758,2
2079,CRUZ VERMELHA I,41.535793,-8.417522,1
2080,CRUZ VERMELHA I,41.535831,-8.417436,1
2087,SÃO BENTO,41.586739,-8.458725,2
2088,SÃO BENTO,41.586678,-8.458622,2
2089,MOSTEIRO III,41.559666,-8.477769,2
2090,MOSTEIRO III,41.559654,-8.477694,2
2091,25/abr,41.530319,-8.431581,1
2092,S. SALVADOR,41.550060,-8.388364,1
2093,LIBERDADE I,41.551266,-8.386842,1
2094,LIBERDADE I,41.551315,-8.386864,1
2095,LIBERDADE II,41.551559,-8.385394,1
2096,LIBERDADE II,41.551571,-8.385628,1
2097,CADOI III,41.483482,-8.487278,2
2098,ARRANHADOURO I,41.530659,-8.472247,2
2099,ARRANHADOURO I,41.530670,-8.472103,2
2100,BARREIROS III,41.534023,-8.410756,1
2101,BARREIROS III,41.533978,-8.410639,1
2102,IGREJA III,41.527153,-8.411544,1
2103,CARVALHOS I,41.562840,-8.481861,2
2104,CARVALHOS I,41.562775,-8.481883,2
2105,POMARELHO I,41.579109,-8.363303,2
2106,POMARELHO I,41.579067,-8.363225,2
2112,UNIVERSIDADE DO MINHO II,41.557579,-8.397586,1
2113,UNIVERSIDADE DO MINHO II,41.557590,-8.397836,1
2117,ESTÁDIO,41.564739,-8.431922,1
2118,OLÍMPICA,41.569260,-8.427506,1
2119,OLÍMPICA,41.568760,-8.427558,1
2120,PITANCINHOS I,41.581455,-8.425394,1
2121,PITANCINHOS I,41.581615,-8.425153,1
2122,PITANCINHOS II,41.582371,-8.424283,1
2123,PITANCINHOS II,41.582371,-8.424558,1
2124,PITANCINHOS III,41.583260,-8.422669,1
2125,PITANCINHOS III,41.583282,-8.423217,1
2126,PITANCINHOS IV,41.584156,-8.420542,1
2127,PITANCINHOS IV,41.584187,-8.420772,1
2128,PITANCINHOS V,41.585510,-8.419661,1
2129,PITANCINHOS V,41.585495,-8.419847,1
2130,MONTE SOEIRO,41.588707,-8.417653,1
2131,MONTE SOEIRO,41.588768,-8.417850,1
2132,AGRICULTORES,41.591122,-8.417931,1
2133,AGRICULTORES,41.591103,-8.418147,1
2134,VILARINHO LIMITE 1/2)),41.593315,-8.420519,1
2135,VILARINHO LIMITE 2/1),41.593285,-8.420739,2
